name,high_school,position,ht_wt,national_rank,position_rank,state_rank,recruit_score,college,year
Jamaal Douglas," Lafayette (Mayo, FL)  ", PF , 6-6 / 240 ,465,124,30,0.7667,eastern-kentucky,2005
Nick Smith," Seminole State College (Seminole, OK)  ", SG , 6-3 / 185 ,51,10,4,0.7667,jacksonville-state,2005
Harold Crow," Seminole State College (Seminole, OK)  ", PF , 6-7 / 205 ,60,22,5,0.7667,jacksonville-state,2005
DeAndrea Bray," Mays (Atlanta, GA)  ", PG , 5-7 / 160 ,471,96,24,0.7667,jacksonville-state,2005
Courtney Bradley," Itawamba C.C. (Fulton, MS)  ", PF , 6-5 / 215 ,116,36,2,0.7667,jacksonville-state,2005
Shaun Williams," Des Moines Christian School (Urbandale, IA)  ", SG , 6-6 / 225 ,221,57,1,0.8556,morehead-state,2005
Ryan Allen," Mt. San Jacinto College (San Jacinto, CA)  ", PF , 6-7 / 210 ,53,19,15,0.7667,morehead-state,2005
Antwan Sibert," Gulf Coast C.C. (Panama City, FL)  ", PF , 6-6 / 225 ,75,27,9,0.7667,morehead-state,2005
Tyler Holloway," Austin (Decatur, AL)  ", PG , 6-0 / 165 ,310,61,12,0.8111,murray-state,2005
Qise Wright," Johnson (Gainesville, GA)  ", SF , 6-5 / 215 ,362,77,20,0.7889,murray-state,2005
Rob Kennedy," Mineral Area C.C. (Park Hills, MO)  ", PF , 6-9 / 220 ,71,25,1,0.7667,murray-state,2005
Tony Easley," Auburn (Auburn, AL)  ", C , 6-9 / 200 ,560,40,18,0.7667,murray-state,2005
Eric Burtin," Iowa Central C.C. (Fort Dodge, IA)  ", SG , 6-4 / 200 ,56,11,3,0.7667,semo,2005
Tyrell Curry," State Fair C.C. (Sedalia, MO)  ", SF , 6-7 / 215 ,103,19,3,0.7667,semo,2005
Zerek Knight," North Senior (Minneapolis, MN)  ", PG , 6-2 / 180 ,391,74,8,0.7667,tennessee-martin,2005
Chris Prince," Surrattsville (Clinton, MD)  ", PF , 6-7 / 230 ,393,110,12,0.7667,tennessee-martin,2005
Spencer Harris," Bluffton (Bluffton, IN)  ", PG , 6-0 / 170 ,459,95,8,0.7667,tennessee-martin,2005
McClenon Tolliver," Fresno City College (Fresno, CA)  ", PG , 6-1 / 190 ,92,20,20,0.7667,tennessee-martin,2005
McKale Jones," Melrose (Memphis, TN)  ", PF , 6-9 / 250 ,717,183,21,0.7667,tennessee-martin,2005
Brian Gilmore," Deep Creek (Chesapeake, VA)  ", SF , 6-7 / 205 ,259,55,10,0.8556,american,2005
Garrison Carr," Issaquah (Issaquah, WA)  ", PG , 5-10 / 145 ,690,139,20,0.7667,american,2005
Curtis Koszuta," Taft (San Antonio, TX)  ", PF , 6-9 / 200 ,496,133,62,0.7667,army,2005
Terrell Osborne," Taft (San Antonio, TX)  ", PG , 6-0 / 185 ,532,110,67,0.7667,army,2005
Corey Hassan," Merrimack (Merrimack, NH)  ", SG , 6-3 / 185 ,250,66,4,0.8556,boston,2005
Marques Johnson," Raritan (Hazlet, NJ)  ", PG , 5-10 / 150 ,338,64,11,0.8111,boston,2005
Justin Castleberry," Central (Capitol Heights, MD)  ", PG , 6-2 / 190 ,556,115,17,0.7667,bucknell,2005
Trevaron Vinson," Bowie (Arlington, TX)  ", PG , 6-1 / 195 ,455,93,55,0.7667,colgate,2005
Colin Cunningham," White Station (Memphis, TN)  ", SF , 6-6 / 200 ,527,106,18,0.7667,holy-cross,2005
Andrew Brown," Heritage (Littleton, CO)  ", PG , 5-11 / 175 ,151,26,1,0.8556,lafayette,2005
Blake Nielsen," Fenwick (Oak Park, IL)  ", PF , 6-8 / 203 ,529,140,25,0.7667,lafayette,2005
John Gourley," Subiaco Academy (Subiaco, AR)  ", C , 6-11 / 250 ,304,22,3,0.8111,lehigh,2005
Bryce Brigham," Interlake Senior (Bellevue, WA)  ", SG , 6-4 / 180 ,286,73,8,0.8111,navy,2005
Kaleo Kina," Trevor Browne (Phoenix, AZ)  ", PG , 6-3 / 180 ,299,58,5,0.8111,navy,2005
Adam Teague," Fred T Foard (Newton, NC)  ", PF , 6-7 / 215 ,312,88,11,0.8111,navy,2005
Clif Colbert," Grand Prairie (Grand Prairie, TX)  ", SG , 6-4 / 190 ,466,123,57,0.7667,navy,2005
John Bailey," Blacksburg (Blacksburg, VA)  ", SF , 6-8 / 210 ,467,90,18,0.7667,navy,2005
Richard Steptoe," Allen (Allen, TX)  ", PF , 6-7 / 215 ,490,130,61,0.7667,navy,2005
Casey Reed," Canby (Canby, OR)  ", SF , 6-5 / 200 ,507,98,11,0.7667,navy,2005
Nicchaeus Douks," Peabody (Trenton, TN)  ", SF , 6-7 / 215 ,422,87,17,0.7667,chattanooga,2005
Keddric Mays," Cloud County C.C. (Concordia, KS)  ", PG , 5-11 / 160 ,76,17,6,0.7667,chattanooga,2005
Khalil Hartwell," Philadelphia Academy Cs (Philadelphia, PA)  ", PF , 6-8 / 200 ,593,160,16,0.7667,chattanooga,2005
Eryk Thomas," Santa Rosa (Santa Rosa, CA)  ", SF , 6-7 / 215 ,714,139,67,0.7667,etsu,2005
Tony Anderson," J L Mann (Greenville, SC)  ", PG , 5-11 / 165 ,430,88,4,0.7667,furman,2005
Savoy Fraine," Granada Hills  (Granada Hills, CA)  ", SF , 6-8 / 190 ,408,83,34,0.7667,samford,2005
Jim Griffin," Marist (Chicago, IL)  ", SG , 6-7 / 200 ,553,145,26,0.7667,samford,2005
Bryan Friday," Colleyville Heritage (Colleyville, TX)  ", SG , 6-6 / 195 ,578,148,75,0.7667,samford,2005
Chris Diasparra," Notre Dame School (New York, NY)  ", SG , 6-2 / 200 ,373,92,18,0.7667,citadel,2005
Vytautas Valiulis," Montverde Academy (Montverde, FL)  ", PG , 6-1 / 185 ,575,119,35,0.7667,citadel,2005
Derrick Bernard," Dillard (Fort Lauderdale, FL)  ", SG , 6-2 / 180 ,415,107,27,0.7667,uncg,2005
Marc Campbell," Ravenscroft School (Raleigh, NC)  ", PG , 6-0 / 175 ,424,85,15,0.7667,uncg,2005
Everson Simmons," South Johnston (Four Oaks, NC)  ", SF , 6-5 / 195 ,498,95,19,0.7667,uncg,2005
Matt O'Connor," Iowa Western C.C. (Council Bluffs, IA)  ", SF , 6-8 / 210 ,84,13,5,0.7667,wofford,2005
Tyler Whatley," Apalachee (Winder, GA)  ", C , 6-9 / 220 ,593,44,26,0.7667,wofford,2005
Dee Burchett," Southwest Tennessee C.C. (Memphis, TN)  ", SG , 6-4 / 185 ,70,16,1,0.7667,lamar,2005
Brandon McThay," Fork Union Military Academy (Fork Union, VA)  ", PG , 5-11 / 175 ,10,1,10,0.7667,lamar,2005
Lawrence Nwevo," Towson Catholic (Towson, MD)  ", PF , 6-8 / 260 ,607,163,18,0.7667,lamar,2005
Kevis Anderson," De La Salle (New Orleans, LA)  ", SG , 6-5 / 190 ,305,77,6,0.8111,mcneese-state,2005
Jarvis Bradley," Rowlett (Rowlett, TX)  ", PF , 6-8 / 225 ,520,137,64,0.7667,mcneese-state,2005
Anthony Robinson," Alief Elsik (Houston, TX)  ", SG , 6-4 / 190 ,583,151,76,0.7667,mcneese-state,2005
Quentin Gonzales," Ball (Galveston, TX)  ", PF , 6-7 / 245 ,709,180,103,0.7667,mcneese-state,2005
Dusty Driggs," Tri Central (Sharpsville, IN)  ", PG , 6-2 / 188 ,502,105,9,0.7667,new-orleans,2005
Ernest Daney," Manhattan Bridges (New York, NY)  ", SG , 6-3 / 200 ,582,150,22,0.7667,new-orleans,2005
Jeremie Davis," Spoon River Valley Sr Sch (London Mills, IL)  ", SG , 6-5 / 195 ,681,182,31,0.7667,new-orleans,2005
James Dixon," Gainesville (Gainesville, FL)  ", SF , 6-7 / 201 ,554,112,34,0.7667,nicholls-state,2005
Chris Paige," Pearland (Pearland, TX)  ", C , 6-9 / 225 ,590,42,79,0.7667,nicholls-state,2005
Luke Rogers," Chicago Academy (Chicago, IL)  ", PG , 6-2 / 185 ,644,132,30,0.7667,northwestern-state,2005
Daren Jordan," Trevor Browne (Phoenix, AZ)  ", PG , 6-0 / 180 ,293,56,3,0.8111,oral-roberts,2005
Sylvester Spicer," South Oak Cliff (Dallas, TX)  ", PF , 6-6 / 225 ,555,145,72,0.7667,oral-roberts,2005
Marchello Vealy," Putnam City (Oklahoma City, OK)  ", SF , 6-6 / 205 ,606,121,4,0.7667,oral-roberts,2005
C.J. Hadley," Bell City (Bell City, MO)  ", SG , 6-4 / 180 ,376,94,7,0.7667,sam-houston-state,2005
John Gardiner," Grayson County College (Denison, TX)  ", PF , 6-7 / 218 ,65,24,9,0.7667,sam-houston-state,2005
Jejuan Plair," Killeen (Killeen, TX)  ", SG , 6-1 / 185 ,574,147,74,0.7667,sam-houston-state,2005
Reggie Rawlins," Lewisville (Lewisville, TX)  ", SG , 6-5 / 195 ,683,183,99,0.7667,sam-houston-state,2005
Ray Cummings," Vero Beach (Vero Beach, FL)  ", SF , 6-6 / 210 ,437,89,28,0.7667,southeastern-louisiana,2005
Quran Wimberley," Newark Academy (Livingston, NJ)  ", PG , 6-0 / 175 ,439,90,17,0.7667,southeastern-louisiana,2005
Joseph Polite," New Iberia (New Iberia, LA)  ", PF , 6-7 / 201 ,564,150,13,0.7667,southeastern-louisiana,2005
Darien Green," Carver (Atlanta, GA)  ", SF , 6-5 / 200 ,691,138,30,0.7667,southeastern-louisiana,2005
Jerel Hastings," South Oak Cliff (Dallas, TX)  ", SF , 6-5 / 190 ,355,73,44,0.8000,sfasu,2005
DeAndre Mays," W W Samuell (Dallas, TX)  ", PG , 6-1 / 175 ,443,92,53,0.7667,sfasu,2005
Todd Henry," Lon Morris College (Jacksonville, TX)  ", SF , 6-6 / 210 ,95,15,16,0.7667,sfasu,2005
Chaz Dykes," Navarro College (Corsicana, TX)  ", SG , 6-3 / 193 ,109,21,19,0.7667,sfasu,2005
Keith Hardaway," Moberly Sr. (Moberly, MO)  ", SG , 6-3 / 195 ,719,193,9,0.7667,sfasu,2005
Kevin Menifee," McKeesport (Mckeesport, PA)  ", SG , 6-5 / 190 ,433,113,12,0.7667,tamucc,2005
Rashad Mintz," Howard College (Big Spring, TX)  ", PG , 5-10 / 175 ,67,14,10,0.7667,tamucc,2005
Manuel Johnson," Buffalo (Buffalo, TX)  ", PF , 6-7 / 190 ,586,157,77,0.7667,tamucc,2005
Adan Montalvo," La Joya (La Joya, TX)  ", PG , 6-0 / 160 ,675,137,95,0.7667,tamucc,2005
Dennis Pease," Lubbock (Lubbock, TX)  ", PF , 6-8 / 220 ,684,176,100,0.7667,tamucc,2005
Michael Ford," Huntsville  (Huntsville, AL)  ", SF , 6-8 / 175 ,216,46,8,0.8556,aamu,2005
Julian Gladness," Shelton State C.C. (Tuscaloosa, AL)  ", PF , 6-8 / 215 ,72,26,2,0.7667,aamu,2005
Mickell Gladness," Lawson State C.C. (Birmingham, AL)  ", PF , 6-10 / 215 ,79,29,3,0.7667,aamu,2005
Marcus Caesar," Chabot College (Hayward, CA)  ", PF , 6-6 / 230 ,64,23,17,0.7667,alabama-state,2005
Tyler Ray," Bowling Green (Bowling Green, KY)  ", PF , 6-8 / 235 ,462,122,4,0.7667,alabama-state,2005
Brian Campbell," LeFlore (Mobile, AL)    ", PG , 5-11 / 195 ,597,122,19,0.7667,alabama-state,2005
Andrew Hayles," LeFlore (Mobile, AL)  ", SG , 6-5 / 196 ,600,154,20,0.7667,alabama-state,2005
Rudy Chestang," Laramie County C.C. (Cheyenne, WY)  ", PF , 6-9 / 215 ,54,20,1,0.7667,alcorn-state,2005
Clifton Douglass," Sylacauga Sch (Sylacauga, AL)  ", SG , 6-3 / 191 ,413,106,15,0.7667,alcorn-state,2005
Anthony Ford," West Ouachita (West Monroe, LA)  ", SG , 6-2 / 210 ,446,117,10,0.7667,alcorn-state,2005
Jarvis Williams," Provine (Jackson, MS)  ", PF , 6-6 / 210 ,595,161,12,0.7667,alcorn-state,2005
Dominique Dawson," Mountain View (El Paso, TX)  ", PF , 6-4 / 245 ,624,165,82,0.7667,arkansas-pine-bluff,2005
Marcus Jones," Fort Bend Marshall (Missouri City, TX)  ", PF , 6-6 / 235 ,377,105,45,0.7667,jackson-state,2005
Jeremy Caldwell," Murrah (Jackson, MS)  ", PF , 6-7 / 210 ,385,107,6,0.7667,jackson-state,2005
Eric McKinney," Waldron (Waldron, AR)  ", C , 6-8 / 210 ,476,36,4,0.7667,jackson-state,2005
Devario Watson," Waldron (Waldron, AR)  ", PF , 6-4 / 240 ,611,164,5,0.7667,jackson-state,2005
Jeffrey Webb," Provine (Jackson, MS)  ", SG , 6-4 / 240 ,630,162,14,0.7667,jackson-state,2005
Jeremiah Fort," Lee (Midland, TX)  ", PF , 6-8 / 200 ,438,118,51,0.7667,mvsu,2005
Tyc Snow," Osbourn (Manassas, VA)  ", PG , 5-7 / 165 ,480,99,19,0.7667,mvsu,2005
Kadrian Bryant," Carthage (Carthage, TX)  ", PF , 6-6 / 198 ,483,129,59,0.7667,mvsu,2005
Jeremy Wiley," Forest Brook (Houston, TX)  ", PG , 5-8 / 140 ,418,83,47,0.7667,pvamu,2005
Clifford Franks," Mountain View (El Paso, TX)  ", PF , 6-7 / 190 ,431,116,49,0.7667,pvamu,2005
Chris Gaines," Western Oklahoma State College (Altus, OK)  ", SG , 6-4 / 190 ,82,17,6,0.7667,pvamu,2005
Adenilson Clementino," Trinity Valley C.C. (Athens, TX)  ", PF , 6-7 / 220 ,121,37,21,0.7667,pvamu,2005
Sollie Norwood," Jim Hill (Jackson, MS)  ", SG , 6-2 / 175 ,404,103,8,0.7667,texas-southern,2005
Courtenay Brown," Mississippi Gulf Coast C.C. (Perkinston, MS)  ", SG , 6-3 / 170 ,59,12,1,0.7667,texas-southern,2005
Ike Count," San Francisco Christian School (San Francisco, CA)  ", SG , 6-3 / 175 ,501,131,44,0.7667,texas-southern,2005
Curtis Smith," Scottsdale C.C. (Scottsdale, AZ)  ", SG , 6-6 / 195 ,117,23,2,0.7667,texas-southern,2005
St Paul Latham," Westside (Houston, TX)  ", SF , 6-4 / 205 ,659,134,87,0.7667,texas-southern,2005
Nick Walker," North Shore (Houston, TX)  ", PG , 5-11 / 145 ,688,138,101,0.7667,texas-southern,2005
Daye Kaba," Our Savior New American School (Centereach, NY)  ", PG , 6-4 / 205 ,199,41,10,0.8556,boston-college,2006
Tyler Roche," Manchester Central (Manchester, NH)  ", SG , 6-7 / 195 ,205,50,4,0.8556,boston-college,2006
Shamari Spears," Blair Academy (Blairstown, NJ)  ", SF , 6-5 / 240 ,274,65,13,0.8556,boston-college,2006
David Potter," IMG Academy (Bradenton, FL)  ", SG , 6-5 / 185 ,119,26,7,0.9526,clemson,2006
Trevor Booker," Union (Union, SC)    ", PF , 6-7 / 215 ,252,52,3,0.8556,clemson,2006
A.J. Tyler," Palm Harbor University (Palm Harbor, FL)  ", PF , 6-9 / 225 ,270,56,18,0.8556,clemson,2006
Karolis Petrukonis," Norfolk Collegiate School (Norfolk, VA)  ", C , 6-11 / 260 ,281,22,15,0.8556,clemson,2006
Gerald Henderson," Episcopal Academy (Newtown Square, PA)  ", SG , 6-5 / 210 ,15,3,2,0.9952,duke,2006
Lance Thomas," St Benedict's Preparatory School (Newark, NJ)  ", SF , 6-8 / 200 ,27,10,3,0.9884,duke,2006
Brian Zoubek," Haddonfield Memorial (Haddonfield, NJ)  ", C , 7-0 / 250 ,29,4,4,0.9880,duke,2006
Jon Scheyer," Glenbrook North (Northbrook, IL)  ", SG , 6-4 / 170 ,42,7,2,0.9821,duke,2006
Josue Soto," Arlington Country Day School (Jacksonville, FL)  ", PG , 5-11 / 173 ,114,26,5,0.9558,florida-state,2006
Aaron Holmes," St Petersburg Catholic (Saint Petersburg, FL)  ", SG , 6-5 / 180 ,115,24,6,0.9550,florida-state,2006
Thaddeus Young," Mitchell (Memphis, TN)    ", SF , 6-8 / 205 ,5,2,2,0.9982,georgia-tech,2006
Javaris Crittenton," Southwest Atlanta Christian Academy (Atlanta, GA)  ", PG , 6-4 / 195 ,11,2,1,0.9962,georgia-tech,2006
Zach Peacock," Norland (Miami, FL)  ", PF , 6-7 / 215 ,127,26,9,0.9466,georgia-tech,2006
Brad Sheehan," Shaker (Latham, NY)  ", C , 6-10 / 215 ,187,19,8,0.8556,georgia-tech,2006
Earl Clark," Rahway (Rahway, NJ)  ", SF , 6-9 / 200 ,21,9,1,0.9912,louisville,2006
Derrick Caracter," St. Patrick (Elizabeth, NJ)  ", PF , 6-8 / 275 ,24,4,2,0.9904,louisville,2006
Jerry Smith," Wauwatosa East (Milwaukee, WI)  ", PG , 6-1 / 185 ,60,9,1,0.9751,louisville,2006
Edgar Sosa," Rice (New York, NY)  ", PG , 6-1 / 180 ,71,13,2,0.9727,louisville,2006
Stuart Miller," Middlesboro (Middlesboro, KY)  ", SG , 6-0 / 172 ,345,85,3,0.8111,louisville,2006
Lawrence Gilbert," Wheatley (Houston, TX)  ", SF , 6-7 / 175 ,97,26,11,0.9614,miami,2006
James Dews," Lakota East (Middletown, OH)  ", SG , 6-2 / 182 ,100,21,5,0.9602,miami,2006
Dwayne Collins," Miami Senior (Miami, FL)  ", PF , 6-8 / 210 ,113,25,4,0.9558,miami,2006
Dennis Horner," Holy Spirit (Absecon, NJ)  ", SF , 6-7 / 190 ,85,20,7,0.9671,north-carolina-state,2006
Brandan Wright," Brentwood Academy (Brentwood, TN)  ", PF , 6-9 / 201 ,3,1,1,0.9992,north-carolina,2006
Ty Lawson," Oak Hill Academy (Mouth Of Wilson, VA)  ", PG , 5-11 / 182 ,7,1,1,0.9976,north-carolina,2006
Wayne Ellington," Episcopal Academy (Newtown Square, PA)    ", SG , 6-4 / 190 ,9,1,1,0.9974,north-carolina,2006
Alex Stepheson," Harvard Westlake (Studio City, CA)  ", PF , 6-10 / 215 ,46,10,6,0.9811,north-carolina,2006
Deon Thompson," Torrance (Torrance, CA)  ", PF , 6-8 / 250 ,50,13,8,0.9787,north-carolina,2006
William Graves," Dudley (Greensboro, NC)  ", SF , 6-6 / 245 ,93,23,3,0.9635,north-carolina,2006
Luke Harangody," Andrean (Merrillville, IN)  ", PF , 6-7 / 250 ,89,22,4,0.9653,notre-dame,2006
Tory Jackson," Buena Vista (Saginaw, MI)  ", PG , 5-10 / 170 ,104,22,4,0.9580,notre-dame,2006
Jonathan Peoples," St. Joseph (Westchester, IL)  ", SG , 6-3 / 200 ,183,46,8,0.8556,notre-dame,2006
Joe Harden," St. Mary's (Stockton, CA)  ", SF , 6-6 / 195 ,277,66,26,0.8556,notre-dame,2006
Ben Hansbrough," Poplar Bluff (Poplar Bluff, MO)  ", SG , 6-3 / 203 ,NA,NA,NA,NA,notre-dame,2006
Gilbert Brown," South Kent School (South Kent, CT)  ", SG , 6-6 / 190 ,82,17,2,0.9683,pittsburgh,2006
Austin Wallace," La Salle Academy (New York, NY)  ", PF , 6-9 / 220 ,161,32,7,0.8556,pittsburgh,2006
Paul Harris," Notre Dame Preparatory School (Fitchburg, MA)  ", SF , 6-4 / 220 ,12,5,1,0.9960,syracuse,2006
Mike Jones," Lower Richland (Hopkins, SC)  ", SF , 6-6 / 210 ,38,15,1,0.9841,syracuse,2006
Devin Brennan-McBride," St. Thomas Aquinas (Toronto, ON)  ", PF , 6-9 / 240 ,157,31,2,0.8556,syracuse,2006
Jamil Tucker," West Side (Gary, IN)  ", SF , 6-9 / 210 ,61,17,3,0.9749,virginia,2006
Will Harris," Brewster Academy (Wolfeboro, NH)  ", SF , 6-6 / 230 ,91,22,2,0.9643,virginia,2006
Solomon Tat," Community Christian School (Stockbridge, GA)  ", SG , 6-5 / 219 ,233,61,9,0.8556,virginia,2006
Ryan Pettinella," Monroe C.C. (Rochester, NY)  ", PF , 6-9 / 230 ,30,8,1,0.7889,virginia,2006
Jerome Meyinsse," McKinley (Baton Rouge, LA)  ", C , 6-9 / 220 ,374,30,6,0.7889,virginia,2006
Nigel Munson," DeMatha Catholic (Hyattsville, MD)  ", PG , 6-1 / 170 ,99,21,4,0.9610,virginia-tech,2006
Anthony Gurley," Newton North (Newtonville, MA)  ", SG , 6-3 / 185 ,70,14,2,0.9729,wake-forest,2006
Ish Smith," Central Cabarrus (Concord, NC)    ", PG , 5-11 / 155 ,110,24,5,0.9562,wake-forest,2006
L.D. Williams," Forbush (East Bend, NC)  ", SG , 6-4 / 185 ,124,29,7,0.9478,wake-forest,2006
Chas McFarland," Worcester Academy (Worcester, MA)  ", C , 7-0 / 200 ,132,14,4,0.9422,wake-forest,2006
Casey Crawford," Blue Valley Northwest (Overland Park, KS)  ", PF , 6-8 / 210 ,297,65,2,0.8444,wake-forest,2006
Demond Carter," Reserve Christian School (Reserve, LA)  ", PG , 5-10 / 167 ,78,16,2,0.9695,baylor,2006
Josh Lomers," Boerne (Boerne, TX)  ", C , 7-0 / 250 ,80,9,7,0.9691,baylor,2006
Djibril Thiam," Stoneridge Preparatory School (2) (Simi Valley, CA)  ", SF , 6-8 / 210 ,94,24,13,0.9631,baylor,2006
Cory Johnson," East Senior (Duluth, MN)  ", SF , 6-7 / 213 ,254,64,3,0.8556,iowa-state,2006
Michael Taylor," Marshall (Milwaukee, WI)  ", SG , 6-2 / 175 ,269,74,4,0.8556,iowa-state,2006
Dodie Dunson," Bloomington (Bloomington, IL)  ", PG , 6-2 / 185 ,302,64,15,0.8111,iowa-state,2006
Wesley Johnson," Corsicana (Corsicana, TX)  ", SF , 6-7 / 190 ,340,77,26,0.8111,iowa-state,2006
Corey McIntosh," Fullerton College (Fullerton, CA)  ", PG , 5-11 / 170 ,17,5,2,0.8111,iowa-state,2006
Darrell Arthur," South Oak Cliff (Dallas, TX)  ", PF , 6-9 / 220 ,13,3,1,0.9954,kansas,2006
Sherron Collins," Crane Technical Prep (Chicago, IL)  ", PG , 5-11 / 190 ,16,3,1,0.9938,kansas,2006
Brady Morningstar," New Hampton School (New Hampton, NH)  ", SG , 6-3 / 165 ,209,51,5,0.8556,kansas,2006
Henry Walker," North College Hill (Cincinnati, OH)  ", SF , 6-6 / 220 ,8,4,1,0.9976,kansas-state,2006
Jason Bennett," Arlington Country Day School (Jacksonville, FL)  ", C , 7-2 / 265 ,36,5,1,0.9843,kansas-state,2006
Blake Young," Daytona State College (Daytona Beach, FL)  ", SG , 6-2 / 180 ,1,1,1,0.9000,kansas-state,2006
Luis Colon," Dr Michael M. Krop (Miami, FL)  ", PF , 6-10 / 255 ,185,38,12,0.8556,kansas-state,2006
Keith Clark," Putnam City (Oklahoma City, OK)  ", PF , 6-8 / 220 ,68,19,2,0.9733,oklahoma,2006
Beau Gerber," Winfield (Winfield, KS)  ", PF , 6-8 / 215 ,NA,222,8,0.7667,oklahoma,2006
Obi Muonelo," Santa Fe (Edmond, OK)  ", SG , 6-4 / 215 ,20,4,1,0.9914,oklahoma-state,2006
Gary Flowers," Genesis One Christian School (Mendenhall, MS)  ", SF , 6-8 / 200 ,144,37,3,0.8667,oklahoma-state,2006
Shannon Behling," Aiken Preparatory School (Aiken, SC)  ", SF , 6-6 / 205 ,448,96,9,0.7667,tcu,2006
Luke Tauscher," Southwest (Fort Worth, TX)  ", C , 6-11 / 220 ,717,52,59,0.7667,tcu,2006
Keion Mitchem," East (Rochester, NY)  ", PG , 5-11 / 160 ,891,203,37,0.7667,tcu,2006
Jason Ebie," Alief Elsik (Houston, TX)  ", SG , 6-2 / 180 ,924,264,77,0.7667,tcu,2006
Kevin Durant," Montrose Christian School (Rockville, MD)    ", SF , 6-9 / 204 ,2,1,1,0.9996,texas,2006
Damion James," Nacogdoches (Nacogdoches, TX)  ", SF , 6-8 / 225 ,17,6,2,0.9932,texas,2006
D.J. Augustin," Hightower (Missouri City, TX)  ", PG , 5-11 / 180 ,35,5,3,0.9847,texas,2006
Justin Mason," Palo Duro (Amarillo, TX)  ", SG , 6-3 / 175 ,86,18,8,0.9659,texas,2006
Harrison Smith," Jones (Houston, TX)  ", SG , 6-3 / 185 ,96,20,10,0.9618,texas,2006
Matt Hill," Lincoln Southeast (Lincoln, NE)  ", PF , 6-10 / 225 ,103,24,1,0.9588,texas,2006
Dexter Pittman," Terry (Rosenberg, TX)  ", C , 6-10 / 300 ,118,13,14,0.9530,texas,2006
Charles Burgess," Howard College (Big Spring, TX)  ", PG , 6-1 / 180 ,7,2,1,0.8444,texas-tech,2006
Jay Mitchell," Gulf Coast C.C. (Panama City, FL)  ", PF , 6-8 / 235 ,22,5,6,0.8000,texas-tech,2006
Decensae White," Junipero Serra (San Mateo, CA)  ", SG , 6-6 / 185 ,468,118,40,0.7667,texas-tech,2006
Rogdrick Craig," San Jose City College (San Jose, CA)  ", PF , 6-6 / 235 ,118,35,16,0.7667,texas-tech,2006
Esmir Rizvic," Gulf Coast C.C. (Panama City, FL)  ", C , 7-0 / 252 ,180,16,32,0.7667,texas-tech,2006
Benny Valentine," Howard College (Big Spring, TX)  ", PG , 5-7 / 180 ,193,37,36,0.7667,texas-tech,2006
Desean Butler," Bloomfield (Bloomfield, NJ)  ", SF , 6-7 / 205 ,107,29,9,0.9572,west-virginia,2006
Wellington Smith," Blair Academy (Blairstown, NJ)  ", SF , 6-7 / 195 ,134,33,10,0.9410,west-virginia,2006
Devan Bawinkel," Winnebago (Winnebago, IL)  ", PG , 6-5 / 185 ,248,50,11,0.8556,west-virginia,2006
Jonnie West," Lausanne Collegiate School (Memphis, TN)  ", SG , 6-3 / 195 ,332,82,16,0.8111,west-virginia,2006
Cam Thoroughman," Clay (Portsmouth, OH)  ", SF , 6-7 / 185 ,358,80,14,0.8111,west-virginia,2006
Joe Mazzulla," Bishop Hendricken (Warwick, RI)  ", PG , 6-2 / 180 ,467,106,1,0.7667,west-virginia,2006
Jacob Green," Gonzaga  (Washington, DC)  ", PF , 6-9 / 210 ,565,134,1,0.7667,west-virginia,2006
Brian Carlwell," Proviso East (Maywood, IL)  ", C , 6-10 / 235 ,56,7,3,0.9775,illinois,2006
Richard Semrau," Lutheran West (Rocky River, OH)  ", PF , 6-9 / 210 ,203,43,6,0.8556,illinois,2006
Armon Bassett," Hargrave Military Academy (Chatham, VA)  ", PG , 6-1 / 180 ,1,1,1,0.9514,indiana,2006
Xavier Keeling," J.O. Johnson (Huntsville, AL)  ", SG , 6-6 / 210 ,214,52,8,0.8556,indiana,2006
Lance Stemler," Southwestern Illinois C.C. (Belleville, IL)  ", PF , 6-8 / 215 ,11,3,1,0.8333,indiana,2006
Mike White," Lee College (Baytown, TX)  ", PF , 6-6 / 245 ,64,18,9,0.7667,indiana,2006
Tyler Smith," Hargrave Military Academy (HS) (Chatham, VA)  ", SF , 6-7 / 210 ,40,16,4,0.9831,iowa,2006
Justin Johnson," Tyler J.C.  (Tyler, TX)  ", SG , 6-6 / 190 ,10,4,3,0.8444,iowa,2006
Josh Crawford," Woodrow Wilson Senior (Los Angeles, CA)  ", C , 6-11 / 195 ,NA,76,108,0.7667,iowa,2006
Greivis Vasquez," Montrose Christian School (Rockville, MD)  ", SG , 6-5 / 179 ,43,8,3,0.9819,maryland,2006
Eric Hayes," Potomac (Dumfries, VA)  ", PG , 6-3 / 175 ,84,18,6,0.9671,maryland,2006
